Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Godly_Labels,Bastin_Labels,Adithya_Labels
74216,"[0] ആലപ്പുഴ: കെഎസ് യു സംസ്ഥാന ജനറൽ സെക്രട്ടറിക്ക് വെട്ടേറ്റു
[1] ആലപ്പുഴ കാർത്തികപ്പള്ളി ഗ്രാമപഞ്ചായത്തംഗവുമായ ആർ
[2] റോഷനാണ് വെട്ടേറ്റത്
[3] മൂന്നു ബൈക്കുകളിലായെത്തിയ ആറംഗ സംഘമാണ് റോഷനെ ആക്രമിച്ചത്
[4] കൈയ്യിലും പുറത്തും വെട്ടേറ്റ റോഷനെ ആലപ്പുഴ മെഡിക്കൽ കോളജ് ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചു
[5] റോഷന്റെ നില ഗുരുതരമാണെന്നാണ് പുറത്ത് വരുന്ന റിപ്പോർട്ടുകൾ
[6] അക്രമത്തിനു പിന്നിൽ ആർഎസ്എസ് ആണെന്ന് കോൺഗ്രസ് ആരോപിച്ചു
[7] മാസങ്ങൾക്ക് മുൻപ് വലിയകുളങ്ങരയിൽ ഉണ്ടായ രാഷ്ട്രീയ സംഘർഷത്തിന്റെ തുടർച്ചയായാണ് അക്രമമെന്നാണ് നിഗമനം",മാസങ്ങൾക്ക് മുൻപ് വലിയകുളങ്ങരയിൽ ഉണ്ടായ രാഷ്ട്രീയ സംഘർഷത്തിന്റെ തുടർച്ചയായാണ് അക്രമമെന്നാണ് നിഗമനം. കൈയ്യിലും പുറത്തും വെട്ടേറ്റ റോഷനെ ആലപ്പുഴ മെഡിക്കൽ കോളജ് ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചു.,,,
56613,"[0] നിങ്ങള്‍ക്ക്‌ നല്‌കിയ വാക്ക്‌ ഞാന്‍ പാലിയ്‌ക്കുന്നു, പുതിയൊരു ഗതാഗത രീതിയുടെ പ്രവേശനമാണിത്‌ കാര്‍ രാജ്യത്തിന്‌ സമര്‍പ്പിച്ചു കൊണ്ട്‌ രത്തന്‍ ടാറ്റ പറഞ്ഞു
[1] ഏപ്രില്‍ ഒമ്പത്‌ മുതല്‍ 22 വരെ കാര്‍ ബുക്ക്‌ ചെയ്യാം
[2] നാനോയുടെ പന്ത്‌ നഗര്‍ ഫാക്ടറിയില്‍ ത്‌നനെ കാറിന്‌ ലക്ഷം രൂപ വില വരും
[3] അടിസ്ഥാന മോഡലിന്‌ പന്ത്‌നഗര്‍ ഷോറൂമില്‍ 1.12 ലക്ഷവും മുംബൈയില്‍ 1.34 ലക്ഷവുമായിരിക്കും വില
[4] നികുതി, ഇന്‍ഷുറന്‍സ്‌ തുടങ്ങിയവയ്‌ക്ക്‌ പുറമെയാണിത്‌
[5] ഉയര്‍ന്ന മോഡലിന്‌ മുംബൈയില്‍ 1.85 ലക്ഷവും പന്ത്‌നഗറില്‍ 1.70 ലക്ഷവുമായിരിക്കും വില","നല്കിയ വാക്ക് ഞാൻ പാലിയ്ക്കുന്നു, പുതിയൊരു ഗതാഗത രീതിയുടെ പ്രവേശനമാണിത് കാർ രാജ്യത്തിന് സമർപ്പിച്ചു കൊണ്ട് രത്തൻ ടാറ്റ പറഞ്ഞു. അടിസ്ഥാന മോഡലിന് പന്ത്നഗർ ഷോറൂമിൽ 1.12 ലക്ഷവും മുംബൈയിൽ 1.34 ലക്ഷവുമായിരിക്കും വില.",,,
25352,"[0] തിരുവല്ല∙ മുൻ മുഖ്യമന്ത്രി ഉമ്മൻ ചാണ്ടിയും പ്രതിപക്ഷനേതാവ് രമേശ് ചെന്നിത്തലയും മാർത്തോമ്മാ സഭാ ആസ്ഥാനത്ത് എത്തി ഡോ
[1] തിയഡോഷ്യസ് മാർത്തോമ്മാ മെത്രാപ്പൊലീത്തയെ സന്ദർശിച്ചു
[2] രാവിലെ 11.30നായിരുന്നു സന്ദർശനം
[3] സംഭാഷണം 25 മിനിറ്റ് നീണ്ടു
[4] സൗഹൃദ സംഭാഷണമായിരുന്നു എന്ന് ഉമ്മൻ ചാണ്ടി പറഞ്ഞപ്പോൾ രമേശ് ചെന്നിത്തല പ്രതികരിച്ചില്ല
[5] മാർത്തോമ്മാ സഭയുടെ താൽപര്യങ്ങളും നിർദേശങ്ങളും ഇരുവരെയും അറിയിച്ചുവെന്ന് ഡോ.തിയഡോഷ്യസ് മാർത്തോമ്മാ മെത്രാപ്പൊലീത്ത പറഞ്ഞു",മുൻ മുഖ്യമന്ത്രി ഉമ്മൻ ചാണ്ടിയും പ്രതിപക്ഷനേതാവ് രമേശ് ചെന്നിത്തലയും മാർത്തോമ്മാ സഭാ ആസ്ഥാനത്ത് എത്തി ഡോ. മാർത്തോമ്മാ സഭയുടെ താൽപര്യങ്ങളും നിർദേശങ്ങളും ഇരുവരെയും അറിയിച്ചുവെന്ന് ഡോ.തിയഡോഷ്യസ് മാർത്തോമ്മാ മെത്രാപ്പൊലീത്ത പറഞ്ഞു.,,,
62946,"[0] ദില്ലി: നിയമസഭാ തിരഞ്ഞെടുപ്പോടെ ത്രിശങ്കുവില്‍ നില്‍ക്കുന്ന തലസ്ഥാനത്ത് സര്‍ക്കാര്‍ രൂപീകരിക്കാന്‍ കോണ്‍ഗ്രസിന്റെ പിന്തുണ സ്വീകരിക്കുന്ന കാര്യം പരിശോധിക്കുകയാണെന്ന് ആം ആദ്മി പാര്‍ട്ടി അറിയിച്ചു
[1] ലഫ്
[2] കേണലുമായി ചര്‍ച്ച നടത്തിയ ശേഷം ഇക്കാര്യത്തില്‍ അന്തിമ തീരുമാനമെടുക്കുമെന്ന് ആപ് വ്യക്തമാക്കി
[3] രണ്ടാമത്തെ വലിയ കക്ഷിയായ ആം ആദ്മി പാര്‍ട്ടിയെ സര്‍ക്കാര്‍ രൂപീകരണ ചര്‍ച്ചയ്ക്കായി ലഫ്
[4] കേണല്‍ ക്ഷണിച്ച സാഹചര്യത്തിലാണ് ഇരുവരും ശനിയാഴ്ച കൂടിക്കാഴ്ച നടത്തുന്നത്
[5] സര്‍ക്കാര്‍ രൂപീകരിക്കാന്‍ ആംആദ്മി പാര്‍ട്ടിക്ക് നിരുപാധിക പിന്തുണ നല്‍കാമെന്ന് അറിയിച്ച് കോണ്‍ഗ്രസ് ലെഫ്
[6] ഗവര്‍ണര്‍ക്ക് കത്ത് നല്‍കുകിയിരുന്നു
[7] എഎപിയ്ക്ക് പിന്തുണ നല്‍കുന്ന കാര്യം പരിഗണിക്കാമെന്ന് കോണ്‍ഗ്രസ് ഉപാദ്ധ്യക്ഷന്‍ രാഹുല്‍ ഗാന്ധിയും വെള്ളിയാഴ്ച സൂചിപ്പിക്കുകയുണ്ടായി
[8] ഇതിന് പിന്നാലെയാണ് ആപിന്റെ പ്രതികരണം",നിയമസഭാ തിരഞ്ഞെടുപ്പോടെ ത്രിശങ്കുവിൽ നിൽക്കുന്ന തലസ്ഥാനത്ത് സർക്കാർ രൂപീകരിക്കാൻ കോൺഗ്രസിന്റെ പിന്തുണ സ്വീകരിക്കുന്ന കാര്യം പരിശോധിക്കുകയാണെന്ന് ആം ആദ്മി പാർട്ടി അറിയിച്ചു. എഎപിയ്ക്ക് പിന്തുണ നൽകുന്ന കാര്യം പരിഗണിക്കാമെന്ന് കോൺഗ്രസ് ഉപാദ്ധ്യക്ഷൻ രാഹുൽ ഗാന്ധിയും വെള്ളിയാഴ്ച സൂചിപ്പിക്കുകയുണ്ടായി.,,,
28852,"[0] തിരുവനന്തപുരം∙ ചായക്കോപ്പയിലെ കൊടുങ്കാറ്റാണ് ഇപ്പോഴുള്ളതെന്നും മുസ്‌ലിം ലീഗിൽ ആശയക്കുഴപ്പമില്ലമെന്നും ലീഗ് നേതാവ് പി.എം.എ
[1] സലാം
[2] ഇന്നു വൈകിട്ടോടെ എല്ലാം കലങ്ങി തെളിയും
[3] പി.കെ
[4] കുഞ്ഞാലിക്കുട്ടിയും എൻഫോഴ്സ്മെന്റ് ഡയറക്ടറേറ്റും (ഇഡി) തമ്മിലുള്ള സംസാരം കെ.ടി
[5] ജലീൽ എംഎൽഎയ്ക്ക് എങ്ങനെ കിട്ടുമെന്നും അദ്ദേഹം ചോദിച്ചു",ചായക്കോപ്പയിലെ കൊടുങ്കാറ്റാണ് ഇപ്പോഴുള്ളതെന്നും മുസ്ലിം ലീഗിൽ ആശയക്കുഴപ്പമില്ലമെന്നും ലീഗ് നേതാവ് പി.എം.എ. കുഞ്ഞാലിക്കുട്ടിയും എൻഫോഴ്സ്മെന്റ് ഡയറക്ടറേറ്റും (ഇഡി) തമ്മിലുള്ള സംസാരം കെ.ടി.,,,
70643,"[0] ബെംഗളുരു: ബിജെപി പണവും സ്ഥാനവും കാട്ടി മോഹിപ്പിച്ച് കോണ്‍ഗ്രസ് എംഎല്‍എമാരെ ചാക്കിലാക്കുന്നതിനിടെ കര്‍ണാടകത്തില്‍ എംഎല്‍എമാരെത്തിയതില്‍ വിശദീകരണവുമായി നേതൃത്വം
[1] കോണ്‍ഗ്രസ് എംഎല്‍എമാര്‍ കര്‍ണാടകത്തിലെത്തിയത് ബിജെപിയെ ഭയന്നിട്ടല്ലെന്നും അവര്‍ ക്ഷേത്ര സന്ദര്‍ശനത്തിനായാണ് ഇവിടെ എത്തിയതെന്നും കര്‍ണാടക കോണ്‍ഗ്രസ് വൃത്തങ്ങള്‍ അറിയിച്ചു
[2] അവര്‍ ക്ഷേത്ര ദര്‍ശനത്തിനായാണ് എത്തിയത്
[3] എവിടെയൊക്കയാണ് പോകേണ്ടതെന്നത് അവരെ അറിയിക്കും
[4] അവര്‍ക്കുവേണ്ട എല്ലാ സൗകര്യങ്ങളും ഒരുക്കിക്കൊടുക്കുമെന്നും കര്‍ണാടകത്തില്‍ നിന്നുള്ള കോണ്‍ഗ്രസ് എംപിയായ ഡി കെ സുരേഷ് പവറഞ്ഞു
[5] ഏതാണ്ട് 44 എംഎല്‍എമാര്‍ ഒരു റിസോര്‍ട്ടിലാണ് കഴിയുന്നത്",കോൺഗ്രസ് എംഎൽഎമാർ കർണാടകത്തിലെത്തിയത് ബിജെപിയെ ഭയന്നിട്ടല്ലെന്നും അവർ ക്ഷേത്ര സന്ദർശനത്തിനായാണ് ഇവിടെ എത്തിയതെന്നും കർണാടക കോൺഗ്രസ് വൃത്തങ്ങൾ അറിയിച്ചു. ബിജെപി പണവും സ്ഥാനവും കാട്ടി മോഹിപ്പിച്ച് കോൺഗ്രസ് എംഎൽഎമാരെ ചാക്കിലാക്കുന്നതിനിടെ കർണാടകത്തിൽ എംഎൽഎമാരെത്തിയതിൽ വിശദീകരണവുമായി നേതൃത്വം.,,,
70468,"[0] 'അമ്മ' എന്ന വാക്ക് സ്നേഹത്തിനും പരിലാളനത്തിനും സാന്ത്വനത്തിനും വാത്സല്യത്തിനും പ്രതീകമാണ്
[1] അമ്മയുടെ സ്നേഹത്തെ കുറിച്ച് ഓർക്കുന്നതിനായി മാതൃദിനം ആഘോഷിക്കാറുണ്ട്
[2] എന്നാൽ കരുതലും സംരക്ഷണവും കരുതിവച്ച പിതാവിനും ഒരു ദിനമുണ്ട്
[3] മക്കൾക്കു വേണ്ടി ചോര നീരാക്കി സ്വയം ഉരുകിത്തീരുന്ന എല്ലാ അച്ഛന്മാരെയും ഓർക്കുന്ന ദിനം
[4] ജൂൺ മാസത്തിലെ മൂന്നാമത്തെ ഞായറാഴ്ചയാണ് ഫാദേഴ്സ് ഡേ ആഘോഷിക്കുന്നത്
[5] അച്ഛൻമാരെ ബഹുമാനിക്കുന്നതിനും പിതൃത്വം ആഘോഷിക്കുന്നതിനും സമൂഹത്തിൽ പിതാവിനുള്ള സ്വാധീനം മനസിലാക്കുന്നതിനുമുള്ള ദിവസമാണ് ഇത്",മക്കൾക്കു വേണ്ടി ചോര നീരാക്കി സ്വയം ഉരുകിത്തീരുന്ന എല്ലാ അച്ഛന്മാരെയും ഓർക്കുന്ന ദിനം. അച്ഛൻമാരെ ബഹുമാനിക്കുന്നതിനും പിതൃത്വം ആഘോഷിക്കുന്നതിനും സമൂഹത്തിൽ പിതാവിനുള്ള സ്വാധീനം മനസിലാക്കുന്നതിനുമുള്ള ദിവസമാണ് ഇത്.,,,
61965,"[0] തമിഴിനും സംസ്‌കൃതത്തിനും തെലുങ്കിനും കന്നടയ്ക്കും ശേഷം ശ്രേഷ്ഠഭാഷാ പദവി ലഭിക്കുന്ന ഇന്ത്യയിലെ അഞ്ചാമത്തെ ഭാഷയാണ് മലയാളം
[1] ഇതോടെ ഭാഷയുടെ പരിപോഷണത്തിനും ഗവേഷണ-പഠന കേന്ദ്രങ്ങള്‍ തുടങ്ങുന്നതിനും മികവിന്റെ പുരസ്‌കാരങ്ങള്‍ ഏര്‍പ്പെടുത്തുന്നതിനും കേന്ദ്രസര്‍ക്കാറിന്റെ നൂറുകോടി രൂപയും മലയാളത്തിന് ലഭിക്കും
[2] ഓരോ വര്‍ഷവും രണ്ട് ഭാഷാ പുരസ്‌കാരങ്ങള്‍ നല്‍കാനും അനുമതിയുണ്ടാകും
[3] തമിഴിനാണ് ആദ്യം ശ്രേഷ്ഠഭാഷാ പദവി ലഭിച്ചത്
[4] 2010ലാണ് മലയാളത്തിനും ശ്രേഷ്ഠഭാഷാ പദവി നല്‍കാനുള്ള ആവശ്യം മുന്നോട്ടു വച്ചത്
[5] എന്നാല്‍ മറ്റു മാനദണ്ഡങ്ങള്‍ പാലിക്കുന്നുണ്ടെങ്കിലും ശ്രേഷ്ഠഭാഷാ പദവി നല്‍കാനുള്ള കാലപ്പഴക്കം മലയാളത്തിനില്ലെന്ന് വിധിയെഴുതി കേന്ദ്രസാഹിത്യ അക്കാദമിക്ക് കീഴിലുള്ള ഉപസമിതി ശുപാര്‍ശ നിരാകരിക്കുകയായിരുന്നു
[6] സമിതി അംഗവും പ്രമുഖ ദ്രാവിഡ ഭാഷാ ശാസ്ത്രഞ്ജനുമായ വിഎച്ച് കൃഷ്മണമൂര്‍ത്തിയുടെ റിപ്പോര്‍ട്ടിന്റെ പുറത്താണ് ശുപാര്‍ശ തള്ളിയത്",ഇതോടെ ഭാഷയുടെ പരിപോഷണത്തിനും ഗവേഷണ-പഠന കേന്ദ്രങ്ങൾ തുടങ്ങുന്നതിനും മികവിന്റെ പുരസ്കാരങ്ങൾ ഏർപ്പെടുത്തുന്നതിനും കേന്ദ്രസർക്കാറിന്റെ നൂറുകോടി രൂപയും മലയാളത്തിന് ലഭിക്കും. എന്നാൽ മറ്റു മാനദണ്ഡങ്ങൾ പാലിക്കുന്നുണ്ടെങ്കിലും ശ്രേഷ്ഠഭാഷാ പദവി നൽകാനുള്ള കാലപ്പഴക്കം മലയാളത്തിനില്ലെന്ന് വിധിയെഴുതി കേന്ദ്രസാഹിത്യ അക്കാദമിക്ക് കീഴിലുള്ള ഉപസമിതി ശുപാർശ നിരാകരിക്കുകയായിരുന്നു.,,,
5205,"[0] ട്രെയിൻ സർവീസുകൾ ഉൾപ്പെടെ പുനഃരാരംഭിച്ച് ഇന്ത്യ ലോക്‌ഡൗൺ ഇളവുകളിലേക്കു കടക്കുമ്പോൾ ലോകത്തിന്റെ പല ഭാഗത്തുനിന്നും കോവിഡിന്റെ രണ്ടാം വരവിന്റെ സൂചനകൾ
[1] ഇന്ത്യയിലെ കോവിഡ് കേസുകളുടെ ആകെ എണ്ണം കുറയ്ക്കാൻ പോലും ഇതുവരെ സാധിച്ചിട്ടില്ല
[2] ഏറ്റവും പുതിയ കണക്കനുസരിച്ച് 67,152 പേർ‌ക്കാണ് ഇന്ത്യയിൽ ഇതുവരെ കോവിഡ് സ്ഥിരീകരിച്ചത്
[3] ഇന്നലെ മാത്രം പുതിയ കേസുകൾ 4,213
[4] 20,916 പേർക്ക് ഭേദപ്പെട്ടു, 2206 പേർ‌ മരിച്ചു
[5] 44,029 പേർ ഇപ്പോഴും രോഗബാധിതരാണ്","സർവീസുകൾ ഉൾപ്പെടെ പുനഃരാരംഭിച്ച് ഇന്ത്യ ലോക്ഡൌൺ ഇളവുകളിലേക്കു കടക്കുമ്പോൾ ലോകത്തിന്റെ പല ഭാഗത്തുനിന്നും കോവിഡിന്റെ രണ്ടാം വരവിന്റെ സൂചനകൾ. ഏറ്റവും പുതിയ കണക്കനുസരിച്ച് 67,152 പേർക്കാണ് ഇന്ത്യയിൽ ഇതുവരെ കോവിഡ് സ്ഥിരീകരിച്ചത്.",,,
75147,"[0] സന്നിധാനം: മണ്ഡലകാലം അവസാനിക്കാനിരിക്കേ ശബരിമല വീണ്ടും സംഘര്‍ഷ ഭരിതം
[1] ശബരിമലയില്‍ ദര്‍ശനത്തിനായി വീണ്ടും യുവതികളെത്തിയതോടെയാണ് പ്രശ്‌നങ്ങള്‍
[2] കണ്ണൂര്‍ സ്വദേശിനികളായ രേഷ്മ നിശാന്ത്, ഷനില എന്നീ യുവതികളാണ് പുലര്‍ച്ചയോടെ മല ചവിട്ടാനെത്തിയത്
[3] എന്നാല്‍ പ്രതിഷേധക്കാര്‍ യുവതികളെ നീലിമലയില്‍ തടഞ്ഞു
[4] മൂന്ന് മണിക്കൂറിലധികം നേരമാണ് പ്രതിഷേധക്കാര്‍ ഇവരെ നീലിമലയില്‍ തടഞ്ഞ് വെച്ചത്
[5] പ്രതിഷേധക്കാരായ അഞ്ച് പേരെ പോലീസ് കസ്റ്റഡിയിലെടുത്തിട്ടുണ്ട്","കണ്ണൂർ സ്വദേശിനികളായ രേഷ്മ നിശാന്ത്, ഷനില എന്നീ യുവതികളാണ് പുലർച്ചയോടെ മല ചവിട്ടാനെത്തിയത്. മൂന്ന് മണിക്കൂറിലധികം നേരമാണ് പ്രതിഷേധക്കാർ ഇവരെ നീലിമലയിൽ തടഞ്ഞ് വെച്ചത്.",,,
77746,"[0] കണ്ണൂര്‍: സിപിഎം സംസ്ഥാനകമ്മിറ്റിയംഗം പി ജയരാജന്‍ ബിജെപിയില്‍ ചേരുന്നുവെന്ന നവമാധ്യമങ്ങളില്‍ വന്ന വാര്‍ത്തയ്‌ക്കെതിരെ തന്റെ ഫെയ്‌സ് ബുക്ക് പേജില്‍ ജയരാജന്റെ ശക്തമായ മറുപടി
[1] വ്യാജ പ്രചരണങ്ങള്‍ക്ക് മറുപടിയുമായി പി ജയരാജന്റെ ഫേസ്ബുക്ക് പോസ്റ്റ്
[2] ജയരാജന്റെ ഫേസ്ബുക്ക് പോസ്റ്റ് തുടങ്ങുന്നത് ഇങ്ങനെയാണ്: എന്നെ സംബന്ധിച്ച ഒരു വ്യാജ വാര്‍ത്ത കഴിഞ്ഞ ദിവസം മുതല്‍ സാമൂഹ്യ മാധ്യമങ്ങളില്‍ പ്രചരിപ്പിക്കുന്നത് ശ്രദ്ധയില്‍പെട്ടിരുന്നു
[3] എന്നാല്‍ ആ സമയത്ത് അത് ഞാന്‍ അവഗണിക്കുകയായിരുന്നു
[4] എന്നാല്‍ ഇന്ന് ആര്‍എസ്എസ് ചാനലായ ജനം ടിവിയുടെ ലോഗോ വെച്ച പോസ്റ്ററുകളാണ് കാണുന്നത്
[5] പ്രചരിപ്പിക്കുന്നതോ സംഘികളും
[6] ഇതോടെ ഈ വ്യാജ വാര്‍ത്ത പ്രചാരണത്തിന് പിന്നില്‍ സംഘപരിവാരമാണെന്ന് വ്യക്തമായിരിക്കുകയാണ്
[7] ഇതിനെതിരെ നിയമ നടപടികള്‍ സ്വീകരിക്കും
[8] പിതൃ ശൂന്യ വാര്‍ത്തകള്‍ പ്രചരിപ്പിക്കുന്നതില്‍ നല്ല കഴിവുള്ളവരാണ് സംഘികള്‍
[9] അച്ചടി പത്രങ്ങള്‍ പ്രസിദ്ധീകരിക്കാത്തതിന്റെ തലേ ദിവസം ഭീകരമായ കൊലപാതകങ്ങളും അക്രമണങ്ങളുമാണ് അവര്‍ നടത്താറുള്ളത്",സിപിഎം സംസ്ഥാനകമ്മിറ്റിയംഗം പി ജയരാജൻ ബിജെപിയിൽ ചേരുന്നുവെന്ന നവമാധ്യമങ്ങളിൽ വന്ന വാർത്തയ്ക്കെതിരെ തന്റെ ഫെയ്സ് ബുക്ക് പേജിൽ ജയരാജന്റെ ശക്തമായ മറുപടി. ജയരാജന്റെ ഫേസ്ബുക്ക് പോസ്റ്റ് തുടങ്ങുന്നത് ഇങ്ങനെയാണ്ഃ എന്നെ സംബന്ധിച്ച ഒരു വ്യാജ വാർത്ത കഴിഞ്ഞ ദിവസം മുതൽ സാമൂഹ്യ മാധ്യമങ്ങളിൽ പ്രചരിപ്പിക്കുന്നത് ശ്രദ്ധയിൽപെട്ടിരുന്നു.,,,
30362,"[0] ന്യൂഡൽഹി ∙ രാജ്യത്ത് 50,407 പേർക്കുകൂടി കോവിഡ് സ്ഥിരീകരിച്ചു
[1] ഇന്നലത്തേക്കാൾ 13 ശതമാനം കുറവാണിത്
[2] വെള്ളിയാഴ്ച 58,077 പേർക്കാണ് കോവിഡ് സ്ഥിരീകരിച്ചത്
[3] കഴിഞ്ഞ 24 മണിക്കൂറിനിടെ 14,50,532 സാംപിളുകൾ പരിശോധിച്ചു
[4] പ്രതിദിന പോസിറ്റിവിറ്റി നിരക്ക് 3.48 ശതമാനം
[5] പ്രതിവാര പോസിറ്റിവിറ്റി നിരക്ക് 5.07%","കഴിഞ്ഞ 24 മണിക്കൂറിനിടെ 14,50,532 സാംപിളുകൾ പരിശോധിച്ചു. ∙ രാജ്യത്ത് 50,407 പേർക്കുകൂടി കോവിഡ് സ്ഥിരീകരിച്ചു.",,,
78995,"[0] ദില്ലി: ദില്ലി എയിംസ് ആശുപത്രിയിലെ മുതിര്‍ന്ന ഡോക്ടര്‍ കോവിഡ് ബാധിച്ച് മരിച്ചു
[1] ശ്വാസകോശ വിഭാഗം ഡയറക്ടറായിരുന്ന ഡോ
[2] ജിതേന്ദ്രനാഥ് പാണ്ഡേയാണ് മരിച്ചത്
[3] എയിംസിലെ കോവിഡ് രോഗികളുടെ ചികിത്സി നടക്കുന്നത് ഇതേ വിഭാഗത്തിലാണ്
[4] രാജ്യതലസ്ഥാനത്തെ പ്രമുഖ ഡോക്ടറായ സംഗീത റെഡ്ഡിയാണ് ഡോ
[5] ജിതേന്ദ്രനാത് പാണ്ഡെ കോവിഡ് ബാധിച്ച് മരിച്ചതായി അറിയിച്ചത്
[6] നിരവധി ആരോഗ്യ പ്രവര്‍ത്തകര്‍ക്കാണ് ദില്ലിയില്‍ ഇതിനോടം കോവിഡ് പിടിപെട്ടിരിക്കുന്നത്
[7] രാജ്യത്തെ കോവിഡ് കേസുകളുടെ എണ്ണത്തില്‍ നാലാംസ്ഥാനത്താണ് ദില്ലി
[8] 12,319 പേര്‍ക്കാണ് ദില്ലിയില്‍ ഇതുവരെ കോവിഡ് സ്ഥിരീകരിച്ചത്
[9] 5897 പേര്‍ രോഗമുക്തി നേടിയപ്പോള്‍ ജീവന്‍ നഷ്ടമായത് 208 പേര്‍ക്കാണ്
[10] കഴിഞ്ഞ 24 മണിക്കൂറിനുള്ളില്‍ മാത്രം ദില്ലിയില്‍ 591 പേര്‍ക്കാണ് കോവിഡ് സ്ഥിരീകരിച്ചത്
[11] രോഗികളുടെ എണ്ണം വര്‍ധിച്ച സാഹചര്യത്തിൽ ദില്ലിയിലെ തീവ്ര ബാധിത മേഖലകളുടെ എണ്ണം 78 ൽ നിന്ന് 92 ആയി ഉയര്‍ന്നിട്ടുണ്ട്",രോഗികളുടെ എണ്ണം വർധിച്ച സാഹചര്യത്തിൽ ദില്ലിയിലെ തീവ്ര ബാധിത മേഖലകളുടെ എണ്ണം 78 ൽ നിന്ന് 92 ആയി ഉയർന്നിട്ടുണ്ട്. ദില്ലി എയിംസ് ആശുപത്രിയിലെ മുതിർന്ന ഡോക്ടർ കോവിഡ് ബാധിച്ച് മരിച്ചു.,,,
77403,"[0] ദില്ലി: ലോകത്തിലെ ധനികരുടെ പട്ടികയില്‍ രണ്ടാം സ്ഥാനക്കാരനായിരുന്ന ബില്‍ഗേറ്റ്‌സിനെയാണ് ഫ്രഞ്ച്കാരനായ അതിസമ്പന്നന്‍ ബെര്‍ണാഡ് ആര്‍നോള്‍ഡ് പിന്നിലാക്കിയിരിക്കുന്നത്
[1] ഏഴു വര്‍ഷങ്ങള്‍ക്ക് മുമ്പാണ് ലോകത്തിലെ ശതകോടീശ്വരന്‍മാരെ സൂചിപ്പിക്കുന്ന ബ്ലൂംബെര്‍ഗ്ഗ് ബില്ല്യണര്‍ ഇന്‍ഡക്‌സ് പുറത്തിറക്കിയത്
[2] അന്ന് മുതല്‍ രണ്ടാം സ്ഥാനം ബില്‍ഗേറ്റ്‌സിന് ആയിരുന്നു
[3] ആ കണക്കാണ് ഇപ്പോള്‍ മാറിയത്
[4] ആഡംബര വസ്തുക്കളുടെ നിര്‍മ്മാണ കമ്പിനി എല്‍ വി എം എച്ച ചീഫ് ഓപ്പറേറ്റിംഗ് ഓഫീസറാണ് ആര്‍നോള്‍ഡ്
[5] 108 ബില്യണ്‍ യു എസ് ഡോളറാണ് ശതകോടീശ്വര സൂചിക പ്രകാരം ആര്‍നോള്‍ഡിന്റെ ആസ്തി
[6] കഴിഞ്ഞവര്‍ഷം 39 ബില്യണ്‍ യു എസ് ഡോളറിന്റെ അധിക നേട്ടവും ആര്‍നോള്‍ഡ് നേടിയെന്ന് കണക്കുകള്‍ പറയുന്നു
[7] മൈക്രോസോഫ്റ്റ് സ്ഥാപകന്‍ ബില്‍ഗേറ്റ്‌സിന്റെ ആസ്തി 107 ബില്യണ്‍ കോടി യു എസ് ഡോളറാണ്
[8] ഫോര്‍ബ്‌സിന്റെ ശതകോടീശ്വരപ്പട്ടികയിലും ഇരുവരും സ്ഥാനം പിടിച്ചിട്ടുണ്ട്",ആഡംബര വസ്തുക്കളുടെ നിർമ്മാണ കമ്പിനി എൽ വി എം എച്ച ചീഫ് ഓപ്പറേറ്റിംഗ് ഓഫീസറാണ് ആർനോൾഡ്. കഴിഞ്ഞവർഷം 39 ബില്യൺ യു എസ് ഡോളറിന്റെ അധിക നേട്ടവും ആർനോൾഡ് നേടിയെന്ന് കണക്കുകൾ പറയുന്നു.,,,
89251,"[0] ദോഹ: മലയാളത്തിന്റെ മെഗാസ്റ്റാര്‍ മമ്മൂട്ടിക്ക് ഖത്തറിൽ ആദരം
[1] ഇന്ത്യന്‍ പ്രവാസി സമൂഹമാണ് ആദരം നൽകിയിരിക്കുന്നത്
[2] ഇന്ത്യന്‍ എംബസി എപ്പെക്‌സ് സംഘടനയായ ഇന്ത്യന്‍ കള്‍ചറല്‍ സെന്റിന്റെയായിരുന്നു ആദരം
[3] മമ്മൂട്ടിയ്ക്ക് സ്‌നേഹോപകാരം നല്‍കി ആദരിച്ചത് ഇന്ത്യന്‍ സ്ഥാനപതി ഡോ.ദീപക് മിത്താണ്
[4] അതേസമയം, ഐ സി സി പ്രസിഡന്റ് പി
[5] എന്‍
[6] ബാബുരാജന്‍, ഇന്ത്യന്‍ സ്ഥാനപതി ഡോ.ദീപക് മിത്തല്‍, എംബസി, ഐസിസി പ്രതിനിധികള്‍ എന്നിവര്‍ ചേര്‍ന്ന് ആണ് മമ്മൂട്ടിയെ സ്വീകരിച്ചത്","ബാബുരാജൻ, ഇന്ത്യൻ സ്ഥാനപതി ഡോ.ദീപക് മിത്തൽ, എംബസി, ഐസിസി പ്രതിനിധികൾ എന്നിവർ ചേർന്ന് ആണ് മമ്മൂട്ടിയെ സ്വീകരിച്ചത്. മമ്മൂട്ടിയ്ക്ക് സ്നേഹോപകാരം നൽകി ആദരിച്ചത് ഇന്ത്യൻ സ്ഥാനപതി ഡോ.ദീപക് മിത്താണ്.",,,
