Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels,Annotator_Name
84885,"[0] തിരുവനന്തപുരം: കേരളത്തില്‍ ഇന്ന് ആറായിരം കടന്ന് കൊറോണ രോഗികള്‍
[1] എറണാകുളം, കോഴിക്കോട് ജില്ലകളിലാണ് കൂടുതല്‍ രോഗികള്‍
[2] തിരഞ്ഞെടുപ്പ് കഴിഞ്ഞതോടെ ഉയര്‍ന്ന അളവിലാണ് രോഗം റിപ്പോര്‍ട്ട് ചെയ്യുന്നത്
[3] ഇന്ന് 17 പുതിയ ഹോട്ട് സ്പോട്ടുകളാണുള്ളത്
[4] 3 പ്രദേശത്തെ ഹോട്ട് സ്പോട്ടില്‍ നിന്നും ഒഴിവാക്കി
[5] നിലവില്‍ ആകെ 382 ഹോട്ട് സ്പോട്ടുകളാണുള്ളത്
[6] 982 പേരെയാണ് ഇന്ന് ആശുപത്രിയില്‍ പ്രവേശിപ്പിച്ചത്
[7] സംസ്ഥാനത്ത് ഇന്ന് 6194 പേര്‍ക്കാണ് കോവിഡ്-19 സ്ഥിരീകരിച്ചത്
[8] എറണാകുളം 977, കോഴിക്കോട് 791, തിരുവനന്തപുരം 550, മലപ്പുറം 549, തൃശൂര്‍ 530, കണ്ണൂര്‍ 451, ആലപ്പുഴ 392, കോട്ടയം 376, കൊല്ലം 311, പാലക്കാട് 304, കാസര്‍ഗോഡ് 286, പത്തനംതിട്ട 256, ഇടുക്കി 230, വയനാട് 191 എന്നിങ്ങനേയാണ് ജില്ലകളില്‍ ഇന്ന് രോഗ ബാധ സ്ഥിരീകരിച്ചത്
[9] കഴിഞ്ഞ 24 മണിക്കൂറിനിടെ 61,957 സാമ്പിളുകളാണ് പരിശോധിച്ചത്
[10] ടെസ്റ്റ് പോസിറ്റിവിറ്റി നിരക്ക് 10 ആണ്
[11] 17 പേര്‍ മരിച്ചു
[12] ഇതോടെ ആകെ മരണം 4767 ആയി","എറണാകുളം 977, കോഴിക്കോട് 791, തിരുവനന്തപുരം 550, മലപ്പുറം 549, തൃശൂർ 530, കണ്ണൂർ 451, ആലപ്പുഴ 392, കോട്ടയം 376, കൊല്ലം 311, പാലക്കാട് 304, കാസർഗോഡ് 286, പത്തനംതിട്ട 256, ഇടുക്കി 230, വയനാട് 191 എന്നിങ്ങനേയാണ് ജില്ലകളിൽ ഇന്ന് രോഗ ബാധ സ്ഥിരീകരിച്ചത്. സംസ്ഥാനത്ത് ഇന്ന് 6194 പേർക്കാണ് കോവിഡ്-19 സ്ഥിരീകരിച്ചത്.",,
70977,"[0] ന്യൂയോർക്ക്: റോഹിങ്ക്യൻ വിഷയത്തിൽ മ്യാൻമാറിനെതിരെ അമേരിക്ക
[1] സ്ത്രീകൾക്ക് നേരെയുള്ള സൈന്യത്തിന്റെ അതിക്രമത്തിനെതിരെ ശക്തമായ നടപടി സ്വീകരിക്കണമെന്ന് ഐക്യരാഷ്ട്രസഭയിൽ യുഎൻ പ്രതിനിധി നിക്കി ഹാലെ പറഞ്ഞു
[2] കൂടാതെ ജനങ്ങൾക്കെതിരായ അതിക്രമങ്ങൾക്കെതിരെ മ്യാൻമാർ സൈനിക മേധാവിമാർക്കെതിരെയും നടപടി സ്വീകരിക്കണമെന്ന് ഹാലെ കൂട്ടിച്ചേർത്തു
[3] മ്യാൻമാറിലെ സൈനിക നടപടിയെ തുടർന്നാണ് റോഹിങ്ക്യൻ ജനങ്ങൾക്ക് ബംഗ്ലാദേശിലേയ്ക്ക് പലായനം ചെയ്യേണ്ടി വന്നത്
[4] യുഎൻ സുരക്ഷസമിതിയോഗത്തിലാണ് മ്യാൻമാറിനെതിരെ അമേരിക്ക ആഞ്ഞടിച്ചത്
[5] മ്യാൻമാർ സർക്കാർ പ്രതിനിധികൾ തിങ്കളാഴ്ച റാഖെയ്ൻ സന്ദർശിക്കും
[6] റാഖെയ്ന്‍ സന്ദര്‍ശനത്തിന് സര്‍ക്കാര്‍ പ്രതിനിധികളോടൊപ്പം ചേരാന്‍ യുഎന്‍ ഉദ്യോഗസ്ഥരെയും ക്ഷണിച്ചിട്ടുണ്ട്",സ്ത്രീകൾക്ക് നേരെയുള്ള സൈന്യത്തിന്റെ അതിക്രമത്തിനെതിരെ ശക്തമായ നടപടി സ്വീകരിക്കണമെന്ന് ഐക്യരാഷ്ട്രസഭയിൽ യുഎൻ പ്രതിനിധി നിക്കി ഹാലെ പറഞ്ഞു. മ്യാൻമാറിലെ സൈനിക നടപടിയെ തുടർന്നാണ് റോഹിങ്ക്യൻ ജനങ്ങൾക്ക് ബംഗ്ലാദേശിലേയ്ക്ക് പലായനം ചെയ്യേണ്ടി വന്നത്.,,
12690,"[0] തിരുവനന്തപുരം∙ കേരളത്തിൽ സെപ്റ്റംബർ അവസാനത്തോടെ കോവിഡ് നിയന്ത്രണ വിധേയമാകുമെന്ന് പ്രൊജക്ഷന്‍ റിപ്പോർട്ട്
[1] യുഎസിലെ യൂണിവേഴ്സിറ്റി ഓഫ് വാഷിങ്ടണിലെ ആരോഗ്യ ഗവേഷണ വിഭാഗമായ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് ഹെൽത്ത് മെട്രിക്സ് ആൻഡ് ഇവാല്യുവേഷനാണ് (ഐഎച്ച്എംഇ) റിപ്പോർട്ട് പുറത്തുവിട്ടത്
[2] റിപ്പോർട്ടിലെ വിവരങ്ങൾ കൃത്യമായാൽ ഇത്തവണ കേരളത്തിന് നിയന്ത്രണങ്ങളോടെയാണെങ്കിലും ഓണം ആഘോഷിക്കാം
[3] ഓഗസ്റ്റ്‌ 20നാണ് ഒന്നാം ഓണം
[4] അപ്പോഴേക്കും കേരളത്തിലെ കോവിഡ് ബാധിതരുടെ എണ്ണം 8167 വരെയായി കുറയും
[5] പ്രതിരോധം കർശനമാക്കിയാൽ ഇത് 5000 വരെയാകും
[6] പ്രതിദിന മരണനിരക്ക് 18 വരെ കുറയാനും സാധ്യതയുണ്ടെന്ന് പ്രൊജക്ഷൻ റിപ്പോർട്ട് പറയുന്നു",യുഎസിലെ യൂണിവേഴ്സിറ്റി ഓഫ് വാഷിങ്ടണിലെ ആരോഗ്യ ഗവേഷണ വിഭാഗമായ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് ഹെൽത്ത് മെട്രിക്സ് ആൻഡ് ഇവാല്യുവേഷനാണ് (ഐഎച്ച്എംഇ) റിപ്പോർട്ട് പുറത്തുവിട്ടത്. പ്രതിദിന മരണനിരക്ക് 18 വരെ കുറയാനും സാധ്യതയുണ്ടെന്ന് പ്രൊജക്ഷൻ റിപ്പോർട്ട് പറയുന്നു.,,
44945,"[0] ചെറു എസ്‍യുവി സെഗ്‍മെന്റിലെ വമ്പന്മാരെയെല്ലാം വെല്ലുവിളിച്ചുകൊണ്ടാണ് 2016-ൽ മാരുതി സുസുക്കി ബ്രെസ വിപണിയിലെത്തുന്നത്
[1] ഡീസൽ എൻജിൻ മാത്രമായി എത്തിയ ബ്രെസ നാലുവർഷത്തിൽ 5 ലക്ഷം യൂണിറ്റ് വിൽപനയുമായി ചരിത്രം കുറിച്ചു
[2] മറ്റു കോംപാക്റ്റ് എസ്‌യുവികൾ പെട്രോൾ എൻജിനുമായി എത്തിയപ്പോൾ ബ്രെസ ഡീസലിൽ ഉറച്ചു നിന്നു
[3] എന്നാൽ ചെറു ഡീസൽ എൻജിനുകളുടെ ഉൽപാദനം അവസാനിപ്പിക്കാനുള്ള നീക്കം ബ്രെസയെയും പെട്രോളാക്കി
[4] പെട്രോൾ എൻജിൻ മാത്രമായിരിക്കും ഇനി ബ്രെസയ്ക്കുണ്ടാകുക
[5] കോംപാക്റ്റ് എസ്‍യുവി സെഗ്മെന്റിലെ ഏറ്റവും വിൽപനയുള്ള വാഹനമായ ബ്രെസയുടെ പെട്രോൾ പതിപ്പിനും അതേ സ്വീകര്യത ലഭിക്കുമോ ? പെട്രോൾ ബ്രെസയെ ഒന്നു ടെസ്റ്റ് ഡ്രൈവ് ചെയ്തു നോക്കാം",കോംപാക്റ്റ് എസ്യുവി സെഗ്മെന്റിലെ ഏറ്റവും വിൽപനയുള്ള വാഹനമായ ബ്രെസയുടെ പെട്രോൾ പതിപ്പിനും അതേ സ്വീകര്യത ലഭിക്കുമോ ? ഡീസൽ എൻജിൻ മാത്രമായി എത്തിയ ബ്രെസ നാലുവർഷത്തിൽ 5 ലക്ഷം യൂണിറ്റ് വിൽപനയുമായി ചരിത്രം കുറിച്ചു.,,
81266,"[0] ദില്ലി: കോണ്‍ഗ്രസില്‍ കാര്‍ഷിക ബില്ലിനെ ചൊല്ലി പ്രശ്‌നങ്ങള്‍
[1] കോണ്‍ഗ്രസ് തിരഞ്ഞെടുപ്പ് പ്രകടന പത്രികയില്‍ പ്രഖ്യാപിച്ച കാര്യങ്ങള്‍ തന്നെയാണ് ഈ ബില്ലിലും ഉള്ളതെന്നാണ് കണ്ടെത്തല്‍
[2] കോണ്‍ഗ്രസില്‍ നിന്ന് സസ്‌പെന്‍ഡ് ചെയ്യപ്പെട്ട സീനിയര്‍ നേതാവ് സഞ്ജയ് ജായാണ് ഇതിനെ എതിര്‍ക്കുന്നത്
[3] കോണ്‍ഗ്രസും ബിജെപിയും ഒരുപോലെയാണെന്ന് അദ്ദേഹം പറഞ്ഞു
[4] രണ്ട് പാര്‍ട്ടികളും ഒരേപോലെയാണ് കര്‍ഷകരുടെ പ്രശ്‌നങ്ങളെ കാണുന്നതെന്നും സഞ്ജയ് ജാ കുറ്റപ്പെടുത്തി
[5] കാര്‍ഷിക ബില്ലിനെ എതിര്‍ക്കുന്ന കാര്യത്തില്‍ കോണ്‍ഗ്രസിനുള്ളില്‍ തന്നെ എതിര്‍പ്പുണ്ട്
[6] രാഹുല്‍ ഗാന്ധിയുടെ നയമാണ് നേതാക്കള്‍ നടപ്പാക്കുന്നതെന്ന് സീനിയേഴ്‌സിന് പരാതിയുണ്ട്
[7] കോണ്‍ഗ്രസ് ഈ വിഷയത്തില്‍ ഇരട്ടത്താപ്പാണ് കാണിക്കുന്നതെന്ന പരാതിയാണ് ഉള്ളത്
[8] അതുകൊണ്ട് വളരെ സൂക്ഷിച്ച് ബില്ലിനെ നേരിടണമെന്ന് സീനിയേഴ്‌സ് പറയുന്നു
[9] എന്നാല്‍ ചിദംബരത്തെ പോലുള്ളവര്‍ രൂക്ഷമായി തന്നെ കാര്‍ഷിക ബില്ലിനെ എതിര്‍ക്കുന്നുണ്ട്
[10] രണ്ട് തട്ടിലായത് കോണ്‍ഗ്രസിന്റെ പോരാട്ടത്തെ ദുര്‍ബലമാക്കുന്നു",കോൺഗ്രസ് തിരഞ്ഞെടുപ്പ് പ്രകടന പത്രികയിൽ പ്രഖ്യാപിച്ച കാര്യങ്ങൾ തന്നെയാണ് ഈ ബില്ലിലും ഉള്ളതെന്നാണ് കണ്ടെത്തൽ. കോൺഗ്രസിൽ നിന്ന് സസ്പെൻഡ് ചെയ്യപ്പെട്ട സീനിയർ നേതാവ് സഞ്ജയ് ജായാണ് ഇതിനെ എതിർക്കുന്നത്.,,
67496,"[0] ദില്ലി: പല രാജ്യങ്ങളിലും ചേലാകർമ്മം നടക്കാറുണ്ട്
[1] എന്നാല്ർ ഇന്ത്യയില്‍ അതീവ രഹസ്യമായി ചേലാകര്‍മ്മം നടക്കുന്നതായി റിപ്പോര്‍ട്ട്
[2] ഷിയാ മുസ്ലീം വിഭാഗത്തില്‍പ്പെട്ട ദാവൂദി ബോറോ സമുദായത്തിലാണ് ഇത്തരം ക്രൂര ആചാരം നടക്കുന്നത്
[3] യുവതികള്‍ വെളിപ്പെടുത്തിയ ഈ കാര്യം റോയിട്ടേസ് വാര്‍ത്താ ഏജന്‍സിയാണ് റിപ്പോര്‍ട്ട് ചെയ്തത്
[4] ഇത് ആഫ്രിക്കന്‍ രാജ്യങ്ങളില്‍ മാത്രം കണ്ടുവരുന്നതായിരുന്നു
[5] എന്നാല്‍ ഇന്ത്യയിലും അതീവ രഹസ്യമായി നടക്കുന്നുണ്ടെന്നാണ് യുവതികളുടെ വെളിപ്പെടുത്തല്‍
[6] ചേലാകര്‍മ്മം നടത്തിയ ചില യുവതികള്‍ അവരുടെ അനുഭവം പങ്കുവയ്ക്കുന്നു",ഷിയാ മുസ്ലീം വിഭാഗത്തിൽപ്പെട്ട ദാവൂദി ബോറോ സമുദായത്തിലാണ് ഇത്തരം ക്രൂര ആചാരം നടക്കുന്നത്. യുവതികൾ വെളിപ്പെടുത്തിയ ഈ കാര്യം റോയിട്ടേസ് വാർത്താ ഏജൻസിയാണ് റിപ്പോർട്ട് ചെയ്തത്.,,
68935,"[0] ദില്ലി: ഇന്ത്യ മുഴുവന്‍ ആഘോഷിച്ച് ആരംഭിച്ച റിലയന്‍സ് ജിയോയെ പൂര്‍ണ്ണമായി വിശ്വസിക്കാന്‍ കഴിയില്ലെന്ന് ഉപയോക്താക്കള്‍
[1] വമ്പന്‍ ഓഫറുകളുമായെത്തിയ റിലയന്‍സ് ജിയോ തരംഗമായെങ്കിലും രണ്ടാമത്തെ സിം ആയി മാത്രമാണ് ഉപയോക്താക്കള്‍ ജിയോ കാണുന്നതെന്നാണ് പുതിയ കണ്ടെത്തല്‍
[2] 1000 ഉപയോക്താക്കളില്‍ 56 ശതമാനം പേരും ജിയോ സിം സെക്കന്റ് ഓപ്ഷനായാണ് ഉപയോഗിക്കുന്നതെന്ന് കണ്ടെത്തിയിട്ടുള്ളത്
[3] ബാങ്ക് ഓഫ് അമേരിക്ക മെറില്‍ ലിഞ്ചാണ് സര്‍വ്വേ നടത്തിയത്
[4] വെറും 24 ശതമാനം ഉപയോക്താക്കള്‍ മാത്രമാണ് തങ്ങളുടെ പ്രാഥമിക സിം കാര്‍ഡായി റിലയന്‍സ് ജിയോയെ ആശ്രയിക്കുന്നത്
[5] 11 ശതമാനം പേര്‍ മാത്രമാണ് ജിയോ ഇന്‍ഫോകോം പുറത്തിറക്കിയ ജിയോ ഡോങ്കിള്‍ ഉപയോഗിക്കുന്നവര്‍
[6] എന്നാല്‍ റിലയന്‍സ് ജിയോയുടെ മായിക വലയപ്പെടാന്‍ ഇഷ്ടപ്പെടാത്ത 9 ശതമാനത്തോളം പേര്‍ ജിയോ ഉപയോഗിക്കാന്‍ ഇഷ്ടപ്പെടുന്നില്ലെന്നും തുറന്നുപറയുന്നു",വമ്പൻ ഓഫറുകളുമായെത്തിയ റിലയൻസ് ജിയോ തരംഗമായെങ്കിലും രണ്ടാമത്തെ സിം ആയി മാത്രമാണ് ഉപയോക്താക്കൾ ജിയോ കാണുന്നതെന്നാണ് പുതിയ കണ്ടെത്തൽ. എന്നാൽ റിലയൻസ് ജിയോയുടെ മായിക വലയപ്പെടാൻ ഇഷ്ടപ്പെടാത്ത 9 ശതമാനത്തോളം പേർ ജിയോ ഉപയോഗിക്കാൻ ഇഷ്ടപ്പെടുന്നില്ലെന്നും തുറന്നുപറയുന്നു.,,
12671,"[0] കൊച്ചി∙ മരടിലെ ഫ്ലാറ്റുകൾ പൊളിക്കുന്നതുവരെ മലയാളികൾ അധികം പേർക്കും തീരമേഖലാ പരിപാലന നിയമം (സിആർഇസഡ്) എന്താണെന്നു കാര്യമായി അറിയില്ലായിരുന്നു
[1] തീരത്തു വസിക്കുന്ന സാധാരണക്കാർക്കു മാത്രമല്ല, ലോകത്തു നടക്കുന്ന എന്തിനെക്കുറിച്ചും അറിയാൻ സാഹചര്യമുള്ള അഭ്യസ്തവിദ്യർ പോലും ഇങ്ങനെയൊരു നിയമമുണ്ടെന്ന കാര്യം കേട്ടിട്ടേയില്ല
[2] കേട്ടവരാകട്ടെ, പാവം മത്സ്യത്തൊഴിലാളികളെ മാത്രം ബാധിക്കുന്ന എന്തോ എന്നു കരുതി അവഗണിക്കുകയും ചെയ്തു
[3] 2020 ആദ്യമായിരുന്നു മരടിലെ ഫ്ലാറ്റ് പൊളിക്കൽ, കേരളം പല വികാരങ്ങളോടെ കണ്ട കാഴ്ച
[4] അതിനു കാരണമായ നിയമം നടപ്പാക്കുന്നതിന്റെ ഏറ്റവും സങ്കീർണമായ ഘട്ടമാണിപ്പോൾ
[5] എന്നിട്ടുപോലും അന്തിച്ചർച്ചയിലെങ്കിലും ഇൗ വിഷയം കടന്നുവരുന്നുമില്ല!","തീരത്തു വസിക്കുന്ന സാധാരണക്കാർക്കു മാത്രമല്ല, ലോകത്തു നടക്കുന്ന എന്തിനെക്കുറിച്ചും അറിയാൻ സാഹചര്യമുള്ള അഭ്യസ്തവിദ്യർ പോലും ഇങ്ങനെയൊരു നിയമമുണ്ടെന്ന കാര്യം കേട്ടിട്ടേയില്ല. മരടിലെ ഫ്ലാറ്റുകൾ പൊളിക്കുന്നതുവരെ മലയാളികൾ അധികം പേർക്കും തീരമേഖലാ പരിപാലന നിയമം (സിആർഇസഡ്) എന്താണെന്നു കാര്യമായി അറിയില്ലായിരുന്നു.",,
82365,"[0] കുറേ ലോഡ് കല്ലും മരങ്ങളും ഉരുക്കും ചേര്‍ന്ന ഒരു ചട്ടക്കൂട് മാത്രമല്ല നമുക്ക് വീടുകള്‍
[1] സ്വന്തം വീടുമായി നമുക്ക് വലിയ ആത്മബന്ധമാണ് ഉള്ളത്
[2] എത്ര ദൂരസ്ഥലങ്ങളില്‍ എത്തിപ്പെട്ടാലും എത്ര വലിയ മാനസിക സംഘര്‍ഷങ്ങള്‍ നേരിടുമ്പോഴും സ്വന്തം വീട്ടില്‍ കിട്ടുന്ന സുരക്ഷിതത്വ ബോധവും സംതൃപ്തിയും ഒന്ന് വേറെ തന്നെയാണ്
[3] വീടുകളെ പരിസ്ഥിതിയോട് കൂടുതല്‍ ചേര്‍ത്ത് നിര്‍ത്താനാണ് നമ്മുടെയെല്ലാം ആഗ്രഹം
[4] കേവലം ഒരു ട്രെന്‍ഡിനേക്കാള്‍ ഹരിതവും പരിസ്ഥിതി സൗഹൃദവുമായ ജീവിതം നയിക്കാന്‍ വലിയൊരു വിഭാഗം ആളുകള്‍ ഇഷ്ടപ്പെടുന്നു
[5] അത്തരം ഒരു വീട് സ്വന്തമാക്കാനാണ് നിങ്ങള്‍ ആഗ്രഹിക്കുന്നതെങ്കില്‍ ഏറ്റവും ഉചിതമായ ഒരു ഓപ്ഷനായിരിക്കും ആദ്യമായും ഓര്‍ഗാനിക് വാസ്തുവിദ്യയിലുടെ നിര്‍മ്മിച്ച സര്‍ജാപൂരിലെ",എത്ര ദൂരസ്ഥലങ്ങളിൽ എത്തിപ്പെട്ടാലും എത്ര വലിയ മാനസിക സംഘർഷങ്ങൾ നേരിടുമ്പോഴും സ്വന്തം വീട്ടിൽ കിട്ടുന്ന സുരക്ഷിതത്വ ബോധവും സംതൃപ്തിയും ഒന്ന് വേറെ തന്നെയാണ്. അത്തരം ഒരു വീട് സ്വന്തമാക്കാനാണ് നിങ്ങൾ ആഗ്രഹിക്കുന്നതെങ്കിൽ ഏറ്റവും ഉചിതമായ ഒരു ഓപ്ഷനായിരിക്കും ആദ്യമായും ഓർഗാനിക് വാസ്തുവിദ്യയിലുടെ നിർമ്മിച്ച സർജാപൂരിലെ .,,
87889,"[0] ബെംഗളൂരു: ചോദ്യങ്ങള്‍ക്ക് നേരെ ചൊവ്വേ മറുപടി പറയുന്നവരാണ് പുതുതലമുറ
[1] നാണിച്ച് പിന്‍മാറുന്നതോ എവിടെയും തൊടാതെ മറുപടി നല്‍കുന്നവരോ അല്ലവര്‍
[2] അത്തരം മറുപടികള്‍ ലഭിക്കുമ്പോള്‍ അഹങ്കാരമായി വിലയിരുത്തുന്നവരുണ്ട്
[3] ബഹുമാനക്കുറവായും പരിചയമില്ലായ്മയായും കുറ്റപ്പെടുത്തല്‍ ഉയരും
[4] അങ്ങനെ ഒരു സംഭവമാണ് കഴിഞ്ഞ ദിവസമുണ്ടായത്
[5] സിനിമാ പ്രൊമോഷന്റെ ഭാഗമായി മാധ്യമപ്രവര്‍ത്തകരുമായി സംവദിക്കവെ, നായികയോട് ഉയര്‍ന്ന ചോദ്യം സിനിമയിലെ ആദ്യരാത്രി സീനിനെ കുറിച്ചായിരുന്നു
[6] ഉടനെ വന്നു മറുപടി
[7] ധൈര്യത്തോടെ ചോദ്യം നേരിട്ടുവെന്ന് ആരാധകര്‍ നടിയെ പുകഴ്ത്തി
[8] എന്നാല്‍ സംസ്‌കാരമില്ലായ്മയാണ് നടി കാണിച്ചതെന്ന് മറ്റുചിലര്‍ വിമര്‍ശിക്കുകയും ചെയ്തു
[9] ആ സംഭവത്തിന്റെ വിശദാംശങ്ങള്‍ ഇങ്ങനെ..","സിനിമാ പ്രൊമോഷന്റെ ഭാഗമായി മാധ്യമപ്രവർത്തകരുമായി സംവദിക്കവെ, നായികയോട് ഉയർന്ന ചോദ്യം സിനിമയിലെ ആദ്യരാത്രി സീനിനെ കുറിച്ചായിരുന്നു. എന്നാൽ സംസ്കാരമില്ലായ്മയാണ് നടി കാണിച്ചതെന്ന് മറ്റുചിലർ വിമർശിക്കുകയും ചെയ്തു.",,
24915,"[0] ന്യൂ‍ഡൽഹി∙ കഴിഞ്ഞ നാലുവർഷത്തെ സ്വാശ്രയ മെഡിക്കൽ ഫീസ് പുനർനിർണയിക്കാമെന്ന് സുപ്രീംകോടതി
[1] ഫീസ് നിർണയസമിതിക്ക് നിർദേശം നൽകി
[2] സമിതിയുമായി സഹകരിക്കണമെന്ന് മാനേജ്മെന്റുകളോട് കോടതി ആവശ്യപ്പെട്ടു
[3] പുനർനിർണയത്തോടെ ഫീസ് കൂടുന്നതിനാണു സാധ്യത
[4] തീരുമാനം 12,000 വിദ്യാർഥികളെ ബാധിക്കും
[5] 6.55 ലക്ഷം രൂപയാണ് സമിതി നിർണയിച്ചിരിക്കുന്ന തുക
[6] എന്നാൽ 11 മുതൽ 22 ലക്ഷം വരെയാണ് കോളജുകൾ ആവശ്യപ്പെടുന്നത്",എന്നാൽ 11 മുതൽ 22 ലക്ഷം വരെയാണ് കോളജുകൾ ആവശ്യപ്പെടുന്നത്. കഴിഞ്ഞ നാലുവർഷത്തെ സ്വാശ്രയ മെഡിക്കൽ ഫീസ് പുനർനിർണയിക്കാമെന്ന് സുപ്രീംകോടതി.,,
87648,"[0] ബെംഗളൂരു: കന്നട സൂപ്പര്‍ താരം പുനീത് രാജ്കുമാറിന്റെ മരണവാര്‍ത്ത അറിഞ്ഞ് ആരാധകന്‍ ആത്മഹത്യ ചെയ്തു
[1] രണ്ട് ആരാധകര്‍ ഹൃദയാഘാതം മൂലവും മരണപ്പെട്ടതായി റിപ്പോര്‍ട്ട്
[2] രാഹുല്‍ ഗാഡിവദ്ദര എന്ന യുവാവാണ് പ്രിയതാരത്തിന്റെ വിയോഗം സഹിക്കാനാവാതെ ആത്മഹത്യ ചെയ്തത്
[3] കര്‍ണാടകത്തിലെ ബെലഗാവി ജില്ലയിലെ അതാനി സ്വദേശിയാണ് രാഹുല്‍
[4] വെള്ളിയാഴ്ച രാത്രിയാണ് വീട്ടില്‍ വെച്ച് രാഹുല്‍ തൂങ്ങി മരിച്ചത്
[5] പുനീത് രാജ്കുമാറിന്റെ കടുത്ത ആരാധകന്‍ ആയിരുന്നു രാഹുല്‍ എന്ന് ബന്ധുക്കള്‍ പറയുന്നു
[6] പുനീതിന്റെ മരണവാര്‍ത്ത അറിഞ്ഞ് രാഹുല്‍ വളരെ അധികം ദുഖിതനായിരുന്നു
[7] വീട്ടില്‍ പുനീതിന്റെ ഫോട്ടൊ വെച്ച് അതില്‍ പൂക്കള്‍ അര്‍പ്പിച്ച് രാഹുല്‍ അന്ത്യാജ്ഞലി അര്‍പ്പിച്ചിരുന്നു
[8] അതിന് ശേഷം രാത്രി മുറിയില്‍ തൂങ്ങി മരിക്കുകയായിരുന്നു",വീട്ടിൽ പുനീതിന്റെ ഫോട്ടൊ വെച്ച് അതിൽ പൂക്കൾ അർപ്പിച്ച് രാഹുൽ അന്ത്യാജ്ഞലി അർപ്പിച്ചിരുന്നു. കന്നട സൂപ്പർ താരം പുനീത് രാജ്കുമാറിന്റെ മരണവാർത്ത അറിഞ്ഞ് ആരാധകൻ ആത്മഹത്യ ചെയ്തു.,,
83012,"[0] മസ്‌ക്കത്ത്: ചരിത്രത്തില്‍ ആദ്യമായി ഒമാന് കിരീടവകാശിയെ നിയമിച്ചു
[1] ഭാവിയില്‍ ഒമാന്റെ ഭരണാധികാരിയെ എങ്ങനെ തിരഞ്ഞെടുക്കണം എന്ന കാര്യത്തില്‍ പുതിയ നിയമവും കൊണ്ടുവന്നു
[2] സുല്‍ത്താന്‍ ഖാബൂസിന്റെ കാലത്ത് ഭാവി ഭരണാധികാരി ആര് എന്ന് തീരുമാനിച്ചിരുന്നില്ല
[3] അദ്ദേഹം പേര് നിര്‍ദേശിച്ച കത്ത് രഹസ്യമാക്കി വെക്കുകയായിരുന്നു
[4] മരണ ശേഷമാണ് കത്ത് തുറന്നത്
[5] ഇതു പ്രകാരം ഹൈതം ബിന്‍ താരിഖ് ഒമാന്റെ പുതിയ സുല്‍ത്താനായി കഴിഞ്ഞ വര്‍ഷം തിരഞ്ഞെടുക്കപ്പെട്ടു
[6] ഭരണാധികാരിയെ തിരഞ്ഞെടുക്കുന്ന പുതിയ നിയമം സുല്‍ത്താന്‍ ഹൈതമിന്റെ നിര്‍ദേശ പ്രകാരമാണ് ഇപ്പോള്‍ നടപ്പാക്കുന്നത്
[7] ഇതുപ്രകാരം സുല്‍ത്താന്റെ മൂത്ത മകനും കായിക മന്ത്രിയുമായ തയാസിന്‍ ബിന്‍ ഹൈതം ബിന്‍ താരിഖ് ആണ് ഒമാന്റെ പുതിയ കിരീടവകാശി
[8] ഒമാനില്‍ ആദ്യമയാിട്ടാണ് കിരീടവകാശി സമ്പ്രദായം നടപ്പാക്കുന്നത്
[9] പുതിയ നിയമത്തിലെ വ്യവസ്ഥകള്‍ ഇങ്ങനെയാണ്..",ഇതുപ്രകാരം സുൽത്താന്റെ മൂത്ത മകനും കായിക മന്ത്രിയുമായ തയാസിൻ ബിൻ ഹൈതം ബിൻ താരിഖ് ആണ് ഒമാന്റെ പുതിയ കിരീടവകാശി. ഇതു പ്രകാരം ഹൈതം ബിൻ താരിഖ് ഒമാന്റെ പുതിയ സുൽത്താനായി കഴിഞ്ഞ വർഷം തിരഞ്ഞെടുക്കപ്പെട്ടു.,,
