Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels
3654,"[0] തിരുവനന്തപുരം∙ ഒന്നാം പിണറായി സർക്കാർ തത്വത്തിൽ അംഗീകരിച്ച സബേർബൻ റെയിൽ പദ്ധതി പിന്നീടു വേണ്ടെന്നു വച്ചതിന്റെ കാരണം വ്യക്തമാക്കണമെന്നാവശ്യപ്പെട്ടു മുഖ്യമന്ത്രി പിണറായി വിജയനു മുൻ മുഖ്യമന്ത്രി ഉമ്മൻചാണ്ടിയുടെ കത്ത്.അതിവേഗ റെയിലിനു പകരം യുഡിഎഫ് സർക്കാർ 2013 ൽ അവതരിപ്പിച്ച പദ്ധതിയാണു സബേർബൻ റെയിൽവേ
[1] ഇതു നടപ്പാക്കാൻ തിരുവനന്തപുരം മുതൽ കണ്ണൂർ വരെ റെയിൽ പാതയുടെ വളവുകൾ നിവർത്തി ഓട്ടമറ്റിക് സിഗ്നലിങ് സംവിധാനം പരിഷ്കരിച്ചാൽ മതി
[2] അതിനു വേണ്ടത് 15,000 കോടി രൂപയും 300 ഏക്കർ സ്ഥലവുമാണ്
[3] ഇത്രയും ചെലവു കുറഞ്ഞ പ്രയോജനപ്രദമായ പദ്ധതി വേണ്ടെന്നു വച്ചാണു 2 ലക്ഷം കോടിയിലേറെ രൂപ ചെലവു വരുന്നതും 1383 ഹെക്ടർ ഭൂമി ഏറ്റെടുക്കേണ്ടതും പരിസ്ഥിതിക്കു ദോഷമുണ്ടാക്കുന്നതുമായ സിൽവർലൈൻ നടപ്പാക്കുന്നത്
[4] ഈ തീരുമാനം കേരളത്തിന്റെ സർവനാശത്തിനു വഴിവയ്ക്കുമെന്നു കത്തിൽ ചൂണ്ടിക്കാട്ടി",ഒന്നാം പിണറായി സർക്കാർ തത്വത്തിൽ അംഗീകരിച്ച സബേർബൻ റെയിൽ പദ്ധതി പിന്നീടു വേണ്ടെന്നു വച്ചതിന്റെ കാരണം വ്യക്തമാക്കണമെന്നാവശ്യപ്പെട്ടു മുഖ്യമന്ത്രി പിണറായി വിജയനു മുൻ മുഖ്യമന്ത്രി ഉമ്മൻചാണ്ടിയുടെ കത്ത്.അതിവേഗ റെയിലിനു പകരം യുഡിഎഫ് സർക്കാർ 2013 ൽ അവതരിപ്പിച്ച പദ്ധതിയാണു സബേർബൻ റെയിൽവേ. ഇത്രയും ചെലവു കുറഞ്ഞ പ്രയോജനപ്രദമായ പദ്ധതി വേണ്ടെന്നു വച്ചാണു 2 ലക്ഷം കോടിയിലേറെ രൂപ ചെലവു വരുന്നതും 1383 ഹെക്ടർ ഭൂമി ഏറ്റെടുക്കേണ്ടതും പരിസ്ഥിതിക്കു ദോഷമുണ്ടാക്കുന്നതുമായ സിൽവർലൈൻ നടപ്പാക്കുന്നത്.,"0, 1, 3"
7835,"[0] കൊച്ചി∙ തുടർച്ചയായ എട്ടാം ദിവസവും ഇന്ത്യൻ ഓഹരി വിപണിയിൽ മുന്നേറ്റം തുടരുകയാണ്
[1] ഈ ആഴ്ച ആദ്യ മൂന്നു ദിവസങ്ങളിലും നിഫ്റ്റിയും സെൻസെക്സും അതിന്റെ റെക്കോർഡ് ലവലുകൾ കടന്ന് മുന്നേറുകയാണ്
[2] ഇന്ന് സെൻസെക്സും നിഫ്റ്റിയും ഒന്നര ശതതമാനം ഉയർച്ചയിലാണ് വ്യാപാരം ആരംഭിച്ചത്
[3] 43444.06ൽ വ്യാപാരം ആരംഭിച്ച സെൻസെക്സ് സൂചിക ഒരു വേള 43708.47 വരെ ഉയർച്ച രേഖപ്പെടുത്തി
[4] തുടർന്ന് നേരിട്ട ഇടിവ് വിപണിയിൽ പ്രകടമാണ്
[5] നിഫ്റ്റിയാകട്ടെ ആദ്യമായി 12769.75ലും എത്തിയിരുന്നു
[6] ഈ പോസിറ്റീവ് പ്രവണത ദീപാവലി മുഹൂർത്ത വ്യാപാരം വരെ തുടരുമെന്ന് പ്രതീക്ഷിക്കുന്നതായി ചോയ്സ് ബ്രോക്കിങ് വൈസ് പ്രസിഡന്റ് ബിനു ജോസഫ് വിലയിരുത്തുന്നു",ഈ പോസിറ്റീവ് പ്രവണത ദീപാവലി മുഹൂർത്ത വ്യാപാരം വരെ തുടരുമെന്ന് പ്രതീക്ഷിക്കുന്നതായി ചോയ്സ് ബ്രോക്കിങ് വൈസ് പ്രസിഡന്റ് ബിനു ജോസഫ് വിലയിരുത്തുന്നു. 43444.06ൽ വ്യാപാരം ആരംഭിച്ച സെൻസെക്സ് സൂചിക ഒരു വേള 43708.47 വരെ ഉയർച്ച രേഖപ്പെടുത്തി.,"0, 1, 3"
65022,"[0] ചെന്നൈ: കൊച്ചി മറൈന്‍ ഡ്രൈവില്‍ തുടക്കമിട്ട കിസ്സ് ഓഫ് ലവ് ചുംബക്കൂട്ടായ്മ രാജ്യം മുഴുവന്‍ തരംഗമാവുകയാണോ..
[1] ഹൈദരാബാദിലും മുംബൈയിലും പോണ്ടിച്ചേരിയിലും ദില്ലിയിലും അരങ്ങേറിയ ചുംബന പ്രതിഷേധ സമരം ചെന്നൈയിലും നടന്നു
[2] നൂറ് കണക്കിന് പേരാണ് പങ്കെടുത്തത്
[3] ഐഐടി മദ്രാസിലെ വിദ്യാര്‍ത്ഥികളാണ് കൂട്ടായ്മ നടത്തിയത്
[4] കാമ്പസിനകത്ത് വച്ചായിരുന്നു പരിപാടി
[5] എന്നാല്‍ കേരളത്തിലും ദില്ലിയിലും ഹൈദരാബാദിലും ഒക്കെ ഉണ്ടായതുപോലെ സംഘര്‍ഷമോ അനിഷ്ട സംഭവങ്ങളോ ചെന്നൈയില്‍ ഉണ്ടായില്ല",കൊച്ചി മറൈൻ ഡ്രൈവിൽ തുടക്കമിട്ട കിസ്സ് ഓഫ് ലവ് ചുംബക്കൂട്ടായ്മ രാജ്യം മുഴുവൻ തരംഗമാവുകയാണോ... ഹൈദരാബാദിലും മുംബൈയിലും പോണ്ടിച്ചേരിയിലും ദില്ലിയിലും അരങ്ങേറിയ ചുംബന പ്രതിഷേധ സമരം ചെന്നൈയിലും നടന്നു. എന്നാൽ കേരളത്തിലും ദില്ലിയിലും ഹൈദരാബാദിലും ഒക്കെ ഉണ്ടായതുപോലെ സംഘർഷമോ അനിഷ്ട സംഭവങ്ങളോ ചെന്നൈയിൽ ഉണ്ടായില്ല.,"0, 1, 2"
70680,"[0] ബെയ്ജിങ്: സിക്കിം അതിര്‍ത്തിയായ ദോക്ലയില്‍ ഇന്ത്യയുടെ ചൈനയും തമ്മിലുള്ള അതിര്‍ത്തി തര്‍ക്കം യുദ്ധത്തിലേക്ക് നീങ്ങുന്നതായി സൂചന
[1] ചൈനയാണ് ഇന്ത്യയ്‌ക്കെതിരെ നിരന്തരം ആക്രമണ മുന്നറിയിപ്പ് നല്‍കുന്നത്
[2] ഇന്ത്യന്‍ സൈന്യം ചൈനീസ് അതിര്‍ത്തിയില്‍ നിന്നും പിന്മാറിയില്ലെങ്കില്‍ യുദ്ധം ചെയ്യുമെന്ന് ചൈന വീണ്ടും ആവര്‍ത്തിച്ചു
[3] ഞങ്ങളുടെ സുരക്ഷാ താത്പര്യമാണ് വലുത്
[4] പ്രാദേശിക ആധിപത്യത്തെയും സുരക്ഷാ താല്‍പര്യങ്ങളെയും സംരക്ഷിക്കുന്നതിന് ഞങ്ങള്‍ പരമാവധി ശ്രമിക്കും ക്ഷമ അതിരുവിടുകയാണ്
[5] സൈന്യത്തെ പിന്‍വലിക്കാതെ കാര്യങ്ങള്‍ വച്ചുതാമസിപ്പിക്കുന്ന തന്ത്രത്തില്‍നിന്നും ഇന്ത്യ പുറത്തുവരണമെന്നും ചൈന ആവശ്യപ്പെട്ടു",സിക്കിം അതിർത്തിയായ ദോക്ലയിൽ ഇന്ത്യയുടെ ചൈനയും തമ്മിലുള്ള അതിർത്തി തർക്കം യുദ്ധത്തിലേക്ക് നീങ്ങുന്നതായി സൂചന. ഇന്ത്യൻ സൈന്യം ചൈനീസ് അതിർത്തിയിൽ നിന്നും പിന്മാറിയില്ലെങ്കിൽ യുദ്ധം ചെയ്യുമെന്ന് ചൈന വീണ്ടും ആവർത്തിച്ചു.,"0, 1, 2"
86938,"[0] ചന്ദനത്തോപ്പ് സര്‍ക്കാര്‍ ഐ.ടി.ഐയില്‍ സര്‍വ്വേയര്‍ ട്രേഡില്‍ ഗസ്റ്റ് ഇന്‍സ്ട്രക്ടര്‍ തസ്തികയിലേക്ക് നിയമനം നടത്തുന്നതിനുള്ള അഭിമുഖം ഓഗസ്റ്റ് 27 രാവിലെ 11ന്
[1] സിവില്‍ എഞ്ചിനീയറിംഗില്‍ ഡിഗ്രി/ഡിപ്ലോമ അല്ലെങ്കില്‍ സര്‍വ്വേയര്‍ ട്രേഡില്‍ എന്‍.ടി.സി/എന്‍.എ.സിയും മൂന്നു വര്‍ഷത്തെ പ്രവൃത്തി പരിചയവും ആണ് യോഗ്യത
[2] ഫോണ്‍-04742712781, 9446202760
[3] (പി.ആര്‍.കെ നമ്പര്‍.2184/2021) ജില്ലയിലെ അര്‍ദ്ധ സര്‍ക്കാര്‍ സ്ഥാപനത്തില്‍ മേറ്റ്(മൈന്‍സ്) തസ്തികയില്‍ ഓപ്പണ്‍-പട്ടികജാതി വിഭാഗങ്ങള്‍ക്ക് സംവരണം ചെയ്തിട്ടുള്ള ഓരോ ഒഴിവുകള്‍ക്ക് അപേക്ഷിക്കാം
[4] എസ്.എസ്.എല്‍.സി/തതുല്യം, മൈന്‍സ് സേഫ്റ്റി ഡയറക്ടര്‍(ഡി.ജി
[5] എം.എസ്)നല്‍കിയ അംഗീകൃത മൈന്‍സ് മേറ്റ് സര്‍ട്ടിഫിക്കറ്റ് യോഗ്യതയുള്ളവര്‍ക്കാണ് അവസരം
[6] പ്രായം-18-41(നിയമനുസൃത വയസ്സിളവ് ബാധകം
[7] യോഗ്യതയുള്ളവര്‍ അസല്‍ സര്‍ട്ടിഫിക്കറ്റുകളുമായി അടുത്തുള്ള എംപ്ലോയ്മെന്റ് എക്‌സ്‌ചേഞ്ചില്‍ സെപ്റ്റംബര്‍ ഒന്‍പതിനകം രജിസ്റ്റര്‍ ചെയ്യണമെന്ന് ജില്ലാ എംപ്ലോയ്മെന്റ് ഓഫീസര്‍ അറിയിച്ചു
[8] (പി.ആര്‍.കെ നമ്പര്‍.2186/2021)",(പി.ആർ.കെ നമ്പർ.2184/2021) ജില്ലയിലെ അർദ്ധ സർക്കാർ സ്ഥാപനത്തിൽ മേറ്റ്(മൈൻസ്) തസ്തികയിൽ ഓപ്പൺ-പട്ടികജാതി വിഭാഗങ്ങൾക്ക് സംവരണം ചെയ്തിട്ടുള്ള ഓരോ ഒഴിവുകൾക്ക് അപേക്ഷിക്കാം. സിവിൽ എഞ്ചിനീയറിംഗിൽ ഡിഗ്രി/ഡിപ്ലോമ അല്ലെങ്കിൽ സർവ്വേയർ ട്രേഡിൽ എൻ.ടി.സി/എൻ.എ.സിയും മൂന്നു വർഷത്തെ പ്രവൃത്തി പരിചയവും ആണ് യോഗ്യത.,"0, 3, 8"
62839,"[0] പനാജി: തെഹല്‍ക്ക മുന്‍ എഡിറ്റര്‍ തരുണ്‍ തേജ്പാലിനെതിരായ ലൈംഗികാരോപണവുമായി ബന്ധപ്പെട്ടള്ള മനേജ്‌മെന്റിന്റെ മൃദുല സമീപനത്തില്‍ പ്രതിഷേധിച്ച് തെഹല്‍ക്ക മാഗസിലിന്‍ നിന്ന് ജീവനക്കാരുടെ രാജി തുടരുന്നു
[1] തരുണ്‍ തേജ്പാലിനെതിരെയുള്ള പരാതി മാനേജിങ് എഡിറ്റര്‍ ഷോമാ ചൗധരി കൈകാര്യം ചെയ്ത രീതി തെറ്റാണെന്നാരോപിച്ചാണ് രാജി
[2] ലിറ്റററി എഡിറ്റര്‍ ഷോഗത്ത് ദാസ് ഗുപ്ത ഉള്‍പ്പെടെ നാല് മുതിര്‍ന്ന മാധ്യമപ്രവര്‍ത്തകര്‍ രാജിവെച്ചു
[3] കണ്‍സള്‍ട്ടിംഗ് എഡിറ്റര്‍ ജെ മസൂംദാര്‍, അസിസ്റ്റന്റ് എഡിറ്റര്‍ രേവതി ലോല്‍ എന്നിവരാണ് മറ്റ് രണ്ട് പേര്‍
[4] ഓണ്‍ലൈന്‍ എഡിറ്റര്‍ കുണാല്‍ മജുംദാന്‍ നേരത്തെ രാജി വച്ചിരുന്നു
[5] ഇവരെ കൂടാതെ 12 ജീവനക്കാര്‍ രാജിക്കൊരുങ്ങുന്നുണ്ടെന്നാണ് റിപ്പോര്‍ട്ടുകള്‍",തെഹൽക്ക മുൻ എഡിറ്റർ തരുൺ തേജ്പാലിനെതിരായ ലൈംഗികാരോപണവുമായി ബന്ധപ്പെട്ടള്ള മനേജ്മെന്റിന്റെ മൃദുല സമീപനത്തിൽ പ്രതിഷേധിച്ച് തെഹൽക്ക മാഗസിലിൻ നിന്ന് ജീവനക്കാരുടെ രാജി തുടരുന്നു. തരുൺ തേജ്പാലിനെതിരെയുള്ള പരാതി മാനേജിങ് എഡിറ്റർ ഷോമാ ചൌധരി കൈകാര്യം ചെയ്ത രീതി തെറ്റാണെന്നാരോപിച്ചാണ് രാജി.,"0, 1, 2"
71366,"[0] ദില്ലി/ തിരുവനന്തപുരം: തിങ്കളാഴ്ച വൈകീട്ടോടെയാണ് ബോളിവുഡിലെ എവര്‍ഗ്രീന്‍ നായകന്‍മാരില്‍ ഒരാളായ ശശി കപൂര്‍ അന്തരിച്ചത്
[1] നടനെന്ന നിലയില്‍ മാത്രമല്ല നിര്‍മാതാവായും ബോളിവുഡില്‍ തിളങ്ങിയ നിന്ന വ്യക്തി കൂടിയായിരുന്നു അദ്ദേഹം
[2] വാര്‍ധക്യ സഹജമായ അസുഖങ്ങളെ തുടര്‍ന്നു ചികില്‍സയിലായിരുന്ന ശശി കപൂര്‍ വൈകീട്ട് ആറു മണിയോടെ മുംബൈയിലെ വസതിയില്‍ വച്ചാണ് അന്ത്യശ്വാസം വലിച്ചത്
[3] ശശി കപൂര്‍ മരിച്ചതിനു പിന്നാലെ ഒരു ദേശീയ ചാനലിനു പറ്റിയ വലിയൊരു അബദ്ധമാണ് ഇപ്പോല്‍ ചര്‍ച്ചാ വിഷയം
[4] ശശി കപൂറിനു പകരം എംപി കൂടിയായ ശശി തരൂരെന്ന്‌ ചാനല്‍ ട്വീറ്റ് ചെയ്യുകയായിരുന്നു
[5] ഇതോടെ തരൂരിന് ആദരാഞ്ജലികള്‍ അര്‍പ്പിച്ച് പലരും രംഗത്തു വരികയും ചെയ്തു",വാർധക്യ സഹജമായ അസുഖങ്ങളെ തുടർന്നു ചികിൽസയിലായിരുന്ന ശശി കപൂർ വൈകീട്ട് ആറു മണിയോടെ മുംബൈയിലെ വസതിയിൽ വച്ചാണ് അന്ത്യശ്വാസം വലിച്ചത്. ശശി കപൂർ മരിച്ചതിനു പിന്നാലെ ഒരു ദേശീയ ചാനലിനു പറ്റിയ വലിയൊരു അബദ്ധമാണ് ഇപ്പോൽ ചർച്ചാ വിഷയം.,"0, 1, 2"
47913,"[0] മുംബൈ: ഗൊരെഗോണ്‍ വിശ്വശക്തി സന്നിധാനം ഓഡിറ്റോറിയത്തില്‍ ജനവരി 13 ഞായറാഴ്ച നടന്ന ധര്‍മ്മോപവാസം മഹര്‍ഷി മഹാകവി ഗുരുകൃഷ്ണകുമാര്‍ജി ഉത്ഘാടനം ചെയ്തു
[1] 500 പേര്‍ക്ക് അന്നദാനം നടത്തി
[2] നൂറോളം പേര്‍ ഉപവാസത്തില്‍ പങ്കെടുത്തു
[3] ജീവിത ധര്‍മ്മത്തെക്കുറിച്ച് മഹര്‍ഷി കവി സംസാരിച്ചു
[4] ഗോരെഗോണ്‍ റയില്‍വെ സ്റേഷന് അടുത്തുള്ള പാവപ്പെട്ടവര്‍ക്കാണ് അന്ന ദാനം നടത്തിയത്",ഗൊരെഗോൺ വിശ്വശക്തി സന്നിധാനം ഓഡിറ്റോറിയത്തിൽ ജനവരി 13 ഞായറാഴ്ച നടന്ന ധർമ്മോപവാസം മഹർഷി മഹാകവി ഗുരുകൃഷ്ണകുമാർജി ഉത്ഘാടനം ചെയ്തു. ഗോരെഗോൺ റയിൽവെ സ്റേഷന് അടുത്തുള്ള പാവപ്പെട്ടവർക്കാണ് അന്ന ദാനം നടത്തിയത്.,"0, 1, 2"
85056,"[0] ആലപ്പുഴ: കോവിഡ് രണ്ടാം തരംഗത്തില്‍ പോസിറ്റീവ് കേസുകള്‍ കൂടുതലായി റിപ്പോര്‍ട്ട് ചെയ്യുന്ന സാഹചര്യത്തില്‍ കൂടുതല്‍ ചികിത്സാ കേന്ദ്രങ്ങള്‍ ജില്ലയില്‍ സജ്ജമാക്കി ജില്ല ഭരണകൂടം
[1] നിലവിലെ ചികിത്സാ കേന്ദ്രങ്ങള്‍ക്ക് പുറമേ എട്ടു ഡൊമിസിലറി കെയര്‍ സെന്ററും മൂന്നു സിഎഫ്എല്‍ടിസിയും ജനറല്‍ ആശുപത്രിയില്‍ ഓക്‌സിജന്‍ സൗകര്യത്തോടെ 70 കിടക്കകളുമായി സിഎസ്എല്‍ടിസിയും തയ്യാറായി
[2] ഇവയുടെ പ്രവര്‍ത്തനം ഉടന്‍ ആരംഭിക്കുമെന്ന് ജില്ലാ കളക്ടര്‍ എ.അലക്‌സാണ്ടര്‍ അറിയിച്ചു
[3] നിലവില്‍ പുതിയ സംവിധാനം തയ്യാറാകുന്നതോടെ വിവിധ കേന്ദ്രങ്ങളിലായി 4339 കിടക്കകള്‍ തയ്യാറാകും
[4] ഇപ്പോള്‍ 2812 കിടക്കകള്‍ ഉപയോഗിക്കാവുന്ന സ്ഥിതിയിലാണ്
[5] അധികമായി ഉടനെ 1527 കിടക്കകളും കൂടി സജ്ജീകരിച്ചുവരുകയാണ്",നിലവിലെ ചികിത്സാ കേന്ദ്രങ്ങൾക്ക് പുറമേ എട്ടു ഡൊമിസിലറി കെയർ സെന്ററും മൂന്നു സിഎഫ്എൽടിസിയും ജനറൽ ആശുപത്രിയിൽ ഓക്സിജൻ സൌകര്യത്തോടെ 70 കിടക്കകളുമായി സിഎസ്എൽടിസിയും തയ്യാറായി. കോവിഡ് രണ്ടാം തരംഗത്തിൽ പോസിറ്റീവ് കേസുകൾ കൂടുതലായി റിപ്പോർട്ട് ചെയ്യുന്ന സാഹചര്യത്തിൽ കൂടുതൽ ചികിത്സാ കേന്ദ്രങ്ങൾ ജില്ലയിൽ സജ്ജമാക്കി ജില്ല ഭരണകൂടം.,"0, 1, 2"
61106,"[0] ലണ്ടന്‍: ലോകത്തിലെ ഏറ്റവും പ്രായം കൂടിയ വ്യക്തിയെന്ന് കണക്കാക്കപ്പെട്ടിരുന്ന ആന്റിസ വിച്ചാവ അന്തരിച്ചു
[1] 132 വയസായിരുന്നു
[2] രണ്ടു വര്‍ഷം മുന്‍പ് ലോകത്തിലെ ഏറ്റവും പ്രായം കൂടിയ വ്യക്തി എന്ന റെക്കോര്‍ഡിനായി വിച്ചാവ അപേക്ഷ സമര്‍പ്പിച്ചിരുന്നു
[3] എന്നാല്‍ ജനന സര്‍ട്ടിഫിക്കറ്റ് ഹാജരാക്കാന്‍ കഴിയാത്തതിനാല്‍ വിച്ചാവയെ പ്രായം കൂടിയ വ്യക്തിയായി അംഗീകരിക്കാന്‍ കഴിയില്ലെന്നായിരുന്നു ഗിന്നസ് ബുക്ക് അധികൃതരുടെ വാദം
[4] അതിനാല്‍ ലോകമുത്തശ്ശിപ്പട്ടം വിച്ചാവയ്ക്ക് നഷ്ടപ്പെട്ടു
[5] സോവിയറ്റ് കാലത്തെ രേഖകള്‍ പ്രകാരം വിച്ചാവ 1880 ജൂലൈ എട്ടിനാണ് ജനിച്ചത്
[6] രണ്ടു ലോക മഹായുദ്ധങ്ങള്‍ക്കും റഷ്യന്‍ വിപ്‌ളവത്തിനും ജോര്‍ജിയക്കാരിയായ ഇവര്‍ സാക്ഷിയായി",എന്നാൽ ജനന സർട്ടിഫിക്കറ്റ് ഹാജരാക്കാൻ കഴിയാത്തതിനാൽ വിച്ചാവയെ പ്രായം കൂടിയ വ്യക്തിയായി അംഗീകരിക്കാൻ കഴിയില്ലെന്നായിരുന്നു ഗിന്നസ് ബുക്ക് അധികൃതരുടെ വാദം. രണ്ടു വർഷം മുൻപ് ലോകത്തിലെ ഏറ്റവും പ്രായം കൂടിയ വ്യക്തി എന്ന റെക്കോർഡിനായി വിച്ചാവ അപേക്ഷ സമർപ്പിച്ചിരുന്നു.,"0, 1, 2"
80244,"[0] മുംബൈ: സുശാന്ത് സിംഗ് രജപുത്തിന്റെ മരണത്തില്‍ കൂടുതല്‍ വിവരങ്ങള്‍ പുറത്തുവരുന്നു
[1] അദ്ദേഹത്തിന്റെ മുന്‍ മാനേജര്‍ ദിഷ സാലിയന്റെ മരണത്തില്‍ സുശാന്ത് തകര്‍ന്ന് പോയെന്ന് ഡോക്ടര്‍മാര്‍ പറഞ്ഞു
[2] മുംബൈ പോലീസ് സുശാന്തിന്റെ മരണവുമായി ബന്ധപ്പെട്ട് അദ്ദേഹത്തിന്റെ മനോരോഗ വിദഗ്ധന്റെയും സൈക്കോതെറാപ്പിസ്റ്റിന്റെയും മൊഴി രേഖപ്പെടുത്തിയിരുന്നു
[3] അതിലാണ് ഇക്കാര്യം പറയുന്നത്
[4] സുശാന്തിന് ഇവരുടെ നേതൃത്വത്തില്‍ തെറാപ്പി സെഷനുകള്‍ നല്‍കിയിരുന്നു
[5] അഞ്ച് മണിക്കൂറോളം ഇവരെ ചോദ്യം ചെയ്തു
[6] വിഷാദത്തിന് അദ്ദേഹം ചികിത്സ തേടിയിരുന്നതായി ഡോക്ടര്‍മാര്‍ പറഞ്ഞു
[7] സുശാന്ത് ആത്മഹത്യയുടെ കുറച്ച് ദിവസങ്ങള്‍ മുമ്പ് വിഷാദത്തിന് മരുന്ന് കഴിക്കുന്നത് അവസാനിപ്പിച്ചിരുന്നു
[8] ദിഷ സാലിയന്റെ മരണം സുശാന്തിന്റെ താളം തെറ്റിച്ചു
[9] സുശാന്തും ദിഷയും തമ്മിലുള്ള ബന്ധത്തെ പല വാര്‍ത്തകളിലും റിപ്പോര്‍ട്ടിലും ചോദ്യം ചെയ്തിരുന്നു
[10] ഇതാണ് സുശാന്തിന്റെ മനോനില തെറ്റിച്ചത്
[11] അദ്ദേഹം മരുന്ന് കഴിക്കുന്നത് പോലും അവസാനിപ്പിച്ചു
[12] സുശാന്തിന്റെ പിആര്‍ വര്‍ക്ക് ചെയ്തിരുന്ന ടാലന്റ് മാനേജ്‌മെന്റ് കമ്പനിയിലെ ജീവനക്കാരിയായിരുന്നു ദിഷ
[13] മറ്റ് ബന്ധങ്ങളൊന്നും ഇവര്‍ തമ്മില്‍ ഇല്ലെന്നാണ് സൂചന",മുംബൈ പോലീസ് സുശാന്തിന്റെ മരണവുമായി ബന്ധപ്പെട്ട് അദ്ദേഹത്തിന്റെ മനോരോഗ വിദഗ്ധന്റെയും സൈക്കോതെറാപ്പിസ്റ്റിന്റെയും മൊഴി രേഖപ്പെടുത്തിയിരുന്നു. അദ്ദേഹത്തിന്റെ മുൻ മാനേജർ ദിഷ സാലിയന്റെ മരണത്തിൽ സുശാന്ത് തകർന്ന് പോയെന്ന് ഡോക്ടർമാർ പറഞ്ഞു.,"0, 1, 2"
49909,"[0] തിരുവനന്തപുരം: കരിമണല്‍ ഖനനത്തിനെതിരെ വി
[1] എം
[2] സുധീരന്‍ ശക്തമായ നിലപാടെടുത്തിരിക്കുന്ന സാഹചര്യത്തില്‍ പദ്ധതി നടപ്പിലാക്കുന്നതു സംബന്ധിച്ച വ്യവസായ വകുപ്പിന്റെ സമീപനത്തില്‍ അയവ് വരുന്നു
[3] പദ്ധതിയുമായി മുന്നോട്ടുപോവുമെന്ന് ഉറപ്പിച്ച് പറഞ്ഞിരുന്ന വ്യവസായമന്ത്രി പി
[4] കെ
[5] കുഞ്ഞാലിക്കുട്ടിയുടെ സ്വരം ഇപ്പോള്‍ മൃദുവായിട്ടുണ്ട്
[6] മന്ത്രിസഭ അംഗീകരിച്ച പദ്ധതിയ്ക്ക് കേന്ദ്രത്തിന്റെ അംഗീകാരം ലഭിക്കാനുള്ള നീക്കങ്ങള്‍ നടത്തുകയായിരുന്നു നേരത്തെ കുഞ്ഞാലിക്കുട്ടി",സുധീരൻ ശക്തമായ നിലപാടെടുത്തിരിക്കുന്ന സാഹചര്യത്തിൽ പദ്ധതി നടപ്പിലാക്കുന്നതു സംബന്ധിച്ച വ്യവസായ വകുപ്പിന്റെ സമീപനത്തിൽ അയവ് വരുന്നു. മന്ത്രിസഭ അംഗീകരിച്ച പദ്ധതിയ്ക്ക് കേന്ദ്രത്തിന്റെ അംഗീകാരം ലഭിക്കാനുള്ള നീക്കങ്ങൾ നടത്തുകയായിരുന്നു നേരത്തെ കുഞ്ഞാലിക്കുട്ടി.,"0, 1, 2"
70452,"[0] തിരുവനന്തപുരം: സാമ്പത്തികപരമായി ജീവിതം ഭദ്രമാക്കാന്‍ മലയാളികള്‍ക്ക് എന്നും ഒന്നാമത്തെ ലക്ഷ്യം ഗള്‍ഫ് നാടുകളിലൊരു ജോലി എന്നുള്ളതായിരുന്നു
[1] എണ്ണപ്പണമൊഴുകുന്ന ഗള്‍ഫിലെത്താനായാല്‍ ജീവിതം രക്ഷപ്പെട്ടുവെന്നുതന്നെയാണ് ഇപ്പോഴും മലയാളി കരുതുന്നത്
[2] അത്തരത്തില്‍ ജീവിതം രക്ഷപ്പെട്ടിട്ടുള്ള ആയിരങ്ങള്‍ നമ്മുടെ നാട്ടിലുണ്ട് താനും
[3] ജീവിക്കാനായി ഗള്‍ഫില്‍ പോകാന്‍ കള്ള ഉരു കയറിയ ദാസനേയും വിജയനേയും പോലുള്ള നിരവധി ഉദാഹരങ്ങള്‍ നമുക്ക് മുന്നിലുണ്ട്
[4] എന്നാല്‍ ഈ അടുത്തകാലത്തായി മലയാളികള്‍ക്ക് ഗള്‍ഫ് പണത്തോട് വല്യ താല്‍പര്യമില്ലെന്നാണ് റിപ്പോര്‍ട്ടുകള്‍
[5] ഗള്‍ഫില്‍ ജോലി തേടി പോകുന്നവരുടെ എണ്ണത്തില്‍ വലിയ കുറവാണ് രേഖപ്പെടുത്തിയിരിക്കുന്നത്
[6] ഈ ഇടിവിന് പലകാരണങ്ങള്‍ ചൂണ്ടിക്കാട്ടാനാവും",ജീവിക്കാനായി ഗൾഫിൽ പോകാൻ കള്ള ഉരു കയറിയ ദാസനേയും വിജയനേയും പോലുള്ള നിരവധി ഉദാഹരങ്ങൾ നമുക്ക് മുന്നിലുണ്ട്. സാമ്പത്തികപരമായി ജീവിതം ഭദ്രമാക്കാൻ മലയാളികൾക്ക് എന്നും ഒന്നാമത്തെ ലക്ഷ്യം ഗൾഫ് നാടുകളിലൊരു ജോലി എന്നുള്ളതായിരുന്നു.,"0, 1, 2"
